objectcode,objectdescription,recologyid,roadwayid,roadwaydescription,cantype,cancolor,streetcorner,onstreet,fromstreet,installeddate,removeddate,latitude,longitude,globalid,objectid,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
CAN-1088863,3310 MISSION ST,10511088863,9134000,MISSION ST: 29TH ST - VIRGINIA AVE,RENAISSANCE / METAL,,,MISSION ST,29TH ST,1988/01/01 12:00:00 AM,,37.74383,-122.421105,a0d2eb7f-b958-4d15-90af-1bcbefdf422b,95,POINT (-122.421105 37.74383),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1248228,100 JONES ST,10011248228,7564000,JONES ST: GOLDEN GATE AVE - TURK ST,BIG BELLY,,,JONES ST,GOLDEN GATE AVE,2020/06/08 12:00:00 AM,,37.78211,-122.412158,ed91acfc-ac31-4a9a-8002-a27bbd12011e,229,POINT (-122.412158 37.78211),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6356810,2100 MARKET ST,10516356810,8764201,MARKET ST: CHURCH ST - 15TH ST,BIG BELLY,,,MARKET ST,CHURCH ST,2020/05/07 12:00:00 AM,,37.767494,-122.429324,c65a4e4a-d58f-42c3-bfb0-35cb69aac50d,1092,POINT (-122.429324 37.767494),Castro/Upper Market,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-563015,951 MARKET ST,1001563015,8749101,MARKET ST: MASON ST \ TURK ST - 06TH ST \ GOLDEN GATE AVE \,RENAISSANCE / METAL,,,MARKET ST,MASON ST \ TURK ST,1999/08/01 12:00:00 AM,,37.782703,-122.408998,e9e687e9-3271-4921-97fa-c981db01fa9a,742,POINT (-122.408998 37.782703),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3758802,455 FRANKLIN ST,10513758802,5804000,FRANKLIN ST: GROVE ST - FULTON ST,RENAISSANCE / METAL,,,FRANKLIN ST,GROVE ST,2001/07/01 12:00:00 AM,,37.778531,-122.421762,cc12bdde-2b9c-4c21-815b-1ed983730656,581,POINT (-122.421762 37.778531),Hayes Valley,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1273697,505 OFARRELL ST,10011273697,9729000,OFARRELL ST: JONES ST - LEAVENWORTH ST,BIG BELLY,,,OFARRELL ST,JONES ST,2021/02/08 12:00:00 AM,,37.785619,-122.413148,b6bcdc84-2935-48f2-ae45-aa815608c954,256,POINT (-122.413148 37.785619),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5707336,3201 CALIFORNIA ST,10515707336,3566000,CALIFORNIA ST: PRESIDIO AVE - WALNUT ST,RENAISSANCE / METAL,,,CALIFORNIA ST,PRESIDIO AVE,2014/12/01 12:00:00 AM,,37.787215,-122.446835,df6ebb4b-2386-49aa-9e02-433cfe9107ec,794,POINT (-122.446835 37.787215),Presidio Heights,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2337087,4054 24TH ST,10512337087,1362000,24TH ST: NOE ST - CASTRO ST,RENAISSANCE / METAL,,,24TH ST,NOE ST,1992/07/15 12:00:00 AM,,37.751454,-122.433112,88f43c97-30f7-40b5-80ad-11ea61844384,443,POINT (-122.433112 37.751454),Noe Valley,8,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6169437,2801 SUNSET BLVD,10516169437,12289102,SUNSET BLVD: YORBA ST - SUNSET BLVD ON RAMP,RENAISSANCE / METAL,,,SUNSET BLVD,YORBA ST,2018/10/30 12:00:00 AM,,37.734974,-122.493784,fb91df34-295b-4339-8fab-67e75f1a14b6,1002,POINT (-122.493784 37.734974),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1305549,86 MISSION ST,10011305549,9083000,MISSION ST: STEUART ST - SPEAR ST,RENAISSANCE / METAL,,,MISSION ST,STEUART ST,2022/02/04 12:00:00 AM,,37.792723,-122.393922,abead8b3-0abd-4c0e-b032-53d70cd92868,286,POINT (-122.393922 37.792723),Financial District/South Beach,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6505929,513 CORTLAND AVE,10516505929,4426000,CORTLAND AVE: ANDOVER ST - MOULTRIE ST,RENAISSANCE / METAL,,,CORTLAND AVE,ANDOVER ST,2021/08/26 12:00:00 AM,,37.739131,-122.416229,8f5d71da-e2b0-490a-95fc-5fa642d5ffd0,1159,POINT (-122.416229 37.739131),Bernal Heights,9,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5742754,1847 LINCOLN WAY,10515742754,8357101,LINCOLN WAY: 19TH AVE \ CROSSOVER DR - 20TH AVE,RENAISSANCE / METAL,,,LINCOLN WAY,19TH AVE \ CROSSOVER DR,2015/04/09 12:00:00 AM,,37.765144,-122.47813,bc88974b-a039-4aad-9b51-cac12e7c1602,845,POINT (-122.47813 37.765144),Sunset/Parkside,4,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1308030,2300 VAN NESS AVE,10011308030,13165201,VAN NESS AVE: VALLEJO ST - GREEN ST,RENAISSANCE / METAL,,,VAN NESS AVE,VALLEJO ST,2022/03/08 12:00:00 AM,,37.796952,-122.423401,ccbe8bb0-2baa-4042-921a-86bddfece901,292,POINT (-122.423401 37.796952),Russian Hill,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-581835,402 VAN NESS AVE,1001581835,13146201,VAN NESS AVE: GROVE ST - MCALLISTER ST,CEMENT / CONCRETE,,,VAN NESS AVE,GROVE ST,1999/08/01 12:00:00 AM,,37.779203,-122.41992,751c38e5-8e5f-4462-aad9-5fc5eee54c69,867,POINT (-122.41992 37.779203),Tenderloin,5,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1333558,2855 PIERCE ST,10011333558,10441000,PIERCE ST: GREEN ST - UNION ST,RENAISSANCE / METAL,,,PIERCE ST,GREEN ST,2023/03/13 12:00:00 AM,,37.796483,-122.43888,55be9880-9b04-4b6a-b310-f9e25f7b08c3,332,POINT (-122.43888 37.796483),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1384114,1 POST ST,10011384114,10624001,POST ST: MONTGOMERY ST - LICK PL,RENAISSANCE / METAL,,,POST ST,MONTGOMERY ST,2025/02/17 12:00:00 AM,,37.789059,-122.40201,2ce1c4ae-7cf0-4fa0-85c8-d2cf7c5d6e0c,397,POINT (-122.40201 37.789059),Financial District/South Beach,3,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1262732,989 FOLSOM ST,10011262732,5666000,FOLSOM ST: FALMOUTH ST - 06TH ST,BIG BELLY,,,FOLSOM ST,FALMOUTH ST,2020/09/14 12:00:00 AM,,37.778709,-122.4051,f42c699e-a903-4c83-a6a8-8e897f5ef700,241,POINT (-122.4051 37.778709),South of Market,6,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-753954,1800 CHESTNUT ST,1001753954,3975000,CHESTNUT ST: BUCHANAN ST - WEBSTER ST,CEMENT / CONCRETE,,,CHESTNUT ST,BUCHANAN ST,2003/09/01 12:00:00 AM,,37.802121,-122.433135,455e3122-2414-4a29-803f-f4b6317a335f,1350,POINT (-122.433135 37.802121),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2845162,1187 FRANKLIN ST,10512845162,5817000,FRANKLIN ST: MYRTLE ST - GEARY BLVD,RENAISSANCE / METAL,,,FRANKLIN ST,MYRTLE ST,1995/10/06 12:00:00 AM,,37.785049,-122.42308,0b136436-5b9f-4fdf-8d0c-7a2cc248394c,481,POINT (-122.42308 37.785049),Western Addition,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1103050,2001 LOMBARD ST,10011103050,8459101,LOMBARD ST: WEBSTER ST - FILLMORE ST,RENAISSANCE / METAL,,,LOMBARD ST,WEBSTER ST,2015/04/06 12:00:00 AM,,37.799856,-122.43462,087f2cd6-3cc8-48fc-ab1d-db3c73b620b2,124,POINT (-122.43462 37.799856),Marina,2,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6845481,1401 CLEMENT ST,10516845481,4165000,CLEMENT ST: 15TH AVE - 16TH AVE,RENAISSANCE / METAL,,,CLEMENT ST,15TH AVE,2024/06/17 12:00:00 AM,,37.78236,-122.474318,7c0b0015-1a46-48d0-8363-6931d7a72649,1269,POINT (-122.474318 37.78236),Outer Richmond,1,2025/08/08 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1348911,98 KING ST,10011348911,,,RENAISSANCE / METAL,,,,,2023/10/18 12:00:00 AM,,37.779959685,-122.389623983,2a9d49b6-cbbc-4cfe-b9cd-31e8606c1114,1676,POINT (-122.389623983 37.779959685),Mission Bay,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1393644,137 06TH ST,10011393644,,,RENAISSANCE / METAL,,,,,2025/06/13 12:00:00 AM,,37.780465412,-122.408029416,84a23630-4fee-49a7-ba2e-c771d3eac60e,1720,POINT (-122.408029416 37.780465412),South of Market,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5631510,301 MARTIN LUTHER KING JR,10515631510,,,RENAISSANCE / METAL,,,,,2014/05/02 12:00:00 AM,,37.76638579,-122.464497359,948f408c-e32b-4ee5-a7bf-bb921dc32ff3,2236,POINT (-122.464497359 37.76638579),Golden Gate Park,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1085570,1999 LOMBARD ST,10011085570,,,CEMENT / CONCRETE,,,,,2014/10/01 12:00:00 AM,,37.799992374,-122.43432635,54f79c08-a39a-4581-94d3-07b21cc77c68,1399,POINT (-122.43432635 37.799992374),Marina,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1394683,698 HARRISON ST,10011394683,,,BIG BELLY,,,,,2025/06/26 12:00:00 AM,,37.782640716,-122.397342787,ae972061-9036-4299-9260-ec94e43e16cb,1726,POINT (-122.397342787 37.782640716),Financial District/South Beach,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3111499,1222 SAN BRUNO AVE,10513111499,,,RENAISSANCE / METAL,,,,,1997/05/02 12:00:00 AM,,37.754060738,-122.404498711,8303782e-9907-42dd-a941-c8dd3fccfa77,1867,POINT (-122.404498711 37.754060738),Mission,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5851472,596 DOLORES ST,10515851472,,,RENAISSANCE / METAL,,,,,2016/04/01 12:00:00 AM,,37.759445392,-122.426016503,b29c4f5d-0cf3-4c5c-98e0-502ea9b8e7f3,2374,POINT (-122.426016503 37.759445392),Castro/Upper Market,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101869,798 MASONIC AVE,10516101869,,,RENAISSANCE / METAL,,,,,2018/04/06 12:00:00 AM,,37.77402906,-122.446091226,615e10aa-094d-4f26-8bb2-761c41516b84,2455,POINT (-122.446091226 37.77402906),Lone Mountain/USF,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6163224,395 NEVADA ST,10516163224,,,CEMENT / CONCRETE,,,,,2018/10/02 12:00:00 AM,,37.737104052,-122.411585944,7e07f5a6-0e75-41f9-8547-db8dee6ede26,2499,POINT (-122.411585944 37.737104052),Bernal Heights,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1091719,1399 EMBARCADERO,10011091719,,,CEMENT / CONCRETE,,,,,2014/12/01 12:00:00 AM,,37.806607618,-122.405748656,8a74de98-872d-4eea-865e-bcf39074fbdb,1447,POINT (-122.405748656 37.806607618),North Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4060935,695 FUNSTON AVE,10514060935,,,CEMENT / CONCRETE,,,,,2003/04/01 12:00:00 AM,,37.775191014,-122.471433185,48f9a2c3-5d2f-4a94-ad8f-e6859ecb586e,2038,POINT (-122.471433185 37.775191014),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5706650,1201 22ND ST,10515706650,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.757621839,-122.393248606,76e9eaad-b8bf-451d-b6ac-f289b2050820,2248,POINT (-122.393248606 37.757621839),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101976,1725 GEARY BLVD,10516101976,,,RENAISSANCE / METAL,,,,,2018/04/06 12:00:00 AM,,37.784381406,-122.432074321,c34c551c-2703-49f6-ab39-03c81f315556,2460,POINT (-122.432074321 37.784381406),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6633770,480 WEST PORTAL AVE,10516633770,,,RENAISSANCE / METAL,,,,,2022/07/29 12:00:00 AM,,37.735142721,-122.471465201,d5e5856a-c86d-4458-a2cd-5be8363c95b7,2733,POINT (-122.471465201 37.735142721),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2369361,1701 EDDY ST,10512369361,,,RENAISSANCE / METAL,,,,,1992/10/07 12:00:00 AM,,37.780969196,-122.435737991,98b762b0-46b2-4448-9e0e-f0d48960e567,1792,POINT (-122.435737991 37.780969196),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3122363,1801 BRYANT ST,10513122363,,,RENAISSANCE / METAL,,,,,1997/06/16 12:00:00 AM,,37.764227343,-122.410334442,5591f588-d7c8-442f-bfba-6f520ce39f05,1869,POINT (-122.410334442 37.764227343),Mission,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3434826,1293 FILLMORE ST,10513434826,,,RENAISSANCE / METAL,,,,,1999/06/01 12:00:00 AM,,37.781293508,-122.432347901,f9655f74-0866-4b79-b1c6-231b6da70d52,1948,POINT (-122.432347901 37.781293508),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5631528,90 CONCOURSE DRV,10515631528,,,RENAISSANCE / METAL,,,,,2014/05/02 12:00:00 AM,,37.77098125,-122.466117185,79796abd-97f2-4f30-ae95-f48a70d8ed93,2237,POINT (-122.466117185 37.77098125),Golden Gate Park,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6112189,598 HAYES ST,10516112189,,,RENAISSANCE / METAL,,,,,2018/05/11 12:00:00 AM,,37.776506065,-122.426168674,1bf0df81-8da4-4663-a59a-57f30ad9a1b5,2475,POINT (-122.426168674 37.776506065),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6172365,224 JOHN F. KENNEDY DRV,10516172365,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.771465954,-122.459931878,7cdc1e1a-e920-40a1-9555-fd676ab48cb2,2507,POINT (-122.459931878 37.771465954),Golden Gate Park,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6174163,15 FRIDA KAHLO WAY,10516174163,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.72353223,-122.452382724,e8e81864-2e20-464e-a8db-d701d3d2c8a5,2524,POINT (-122.452382724 37.72353223),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6372098,298 10TH ST,10516372098,,,BIG BELLY,,,,,2020/09/14 12:00:00 AM,,37.772864648,-122.412942995,bd2d0ffe-6ac9-4a18-baeb-32cf03e77243,2619,POINT (-122.412942995 37.772864648),South of Market,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6535363,1399 UPPER GREAT HWY,10516535363,,,RENAISSANCE / METAL,,,,,2021/10/20 12:00:00 AM,,37.760291444,-122.510031421,a4c05806-4853-458e-be34-72be0960aa69,2690,POINT (-122.510031421 37.760291444),Sunset/Parkside,4,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2377596,4109 MISSION ST,10512377596,,,RENAISSANCE / METAL,,,,,1992/10/22 12:00:00 AM,,37.730588145,-122.429358863,84e56f57-2caa-47ea-8c21-22bfdb9ee64f,1793,POINT (-122.429358863 37.730588145),Excelsior,11,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5131727,400 LINCOLN WAY,10515131727,,,CEMENT / CONCRETE,,,,,2010/07/30 12:00:00 AM,,37.766171827,-122.462271048,973920f1-6dac-44c1-bf32-d421761be3c2,2112,POINT (-122.462271048 37.766171827),Golden Gate Park,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6102123,3680 19TH AVE,10516102123,,,CEMENT / CONCRETE,,,,,2018/04/06 12:00:00 AM,,37.721446714,-122.475013613,f97c2d77-2ca7-4992-ac5e-d14f3b98a3e7,2463,POINT (-122.475013613 37.721446714),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3364635,6351 FULTON ST,10513364635,,,RENAISSANCE / METAL,,,,,1999/01/21 12:00:00 AM,,37.771853259,-122.499450022,1df241f7-55c9-48e2-86f4-c9e0b81a8b41,1914,POINT (-122.499450022 37.771853259),Golden Gate Park,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3557121,920 ULLOA ST,10513557121,,,RENAISSANCE / METAL,,,,,2000/01/01 12:00:00 AM,,37.74116172,-122.466292677,74720b49-0ada-40c4-bd7a-65cee15488d0,1959,POINT (-122.466292677 37.74116172),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4256285,600 DUBOCE AVE,10514256285,,,RENAISSANCE / METAL,,,,,2004/07/01 12:00:00 AM,,37.769205523,-122.433699115,0dae8d78-a8ee-4acf-8e9f-1be638a26f56,2053,POINT (-122.433699115 37.769205523),Haight Ashbury,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-837567,4491 GEARY BLVD,1051837567,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.780795701,-122.467334813,8efdd635-b3a7-482e-b1c3-1a07807003fd,2807,POINT (-122.467334813 37.780795701),Inner Richmond,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6507065,1010 MINNESOTA ST,10516507065,,,CEMENT / CONCRETE,,,,,2021/08/30 12:00:00 AM,,37.757707306,-122.39024275,b250efc9-6b71-4926-8fa6-b0cfa00d9b59,2664,POINT (-122.39024275 37.757707306),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1142512,699 PACIFIC AVE,10011142512,,,RENAISSANCE / METAL,,,,,2016/09/17 12:00:00 AM,,37.796894181,-122.406721829,1e5957f7-4302-4060-a6ab-794ccca61337,1525,POINT (-122.406721829 37.796894181),Chinatown,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-4925632,125 JOHN F. SHELLEY,10514925632,,,RENAISSANCE / METAL,,,,,2009/03/01 12:00:00 AM,,37.722100682,-122.418650961,2349249a-6d25-4d45-9f40-180bf175e6e9,2105,POINT (-122.418650961 37.722100682),McLaren Park,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6266613,1098 HAYES ST,10516266613,,,RENAISSANCE / METAL,,,,,2019/09/13 12:00:00 AM,,37.775461696,-122.43438995,473308dc-81c8-460e-99c8-4a6f12b29cd0,2566,POINT (-122.43438995 37.775461696),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-940916,1591 IRVING ST,1051940916,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.763640273,-122.474812405,962bc1de-991c-45d7-b612-56051d9bfcd7,2821,POINT (-122.474812405 37.763640273),Inner Sunset,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5295027,1302 VALENCIA ST,10515295027,,,RENAISSANCE / METAL,,,,,2011/09/07 12:00:00 AM,,37.751990213,-122.42069985,43c36e2e-4a68-462d-b6db-dc3e4c905aaa,2170,POINT (-122.42069985 37.751990213),Mission,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5306212,1202 RHODE ISLAND ST,10515306212,,,RENAISSANCE / METAL,,,,,2011/10/03 12:00:00 AM,,37.754462877,-122.40162537,b86ceea6-1fef-41c7-94f7-7fd72880eb2c,2175,POINT (-122.40162537 37.754462877),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-906479,691 HAYES ST,1051906479,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.776260037,-122.427692809,98e2507d-c8b2-423f-ba45-80228f7b42a4,2816,POINT (-122.427692809 37.776260037),Hayes Valley,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1344274,398 HARRISON ST,10011344274,,,RENAISSANCE / METAL,,,,,2023/08/29 12:00:00 AM,,37.786852768,-122.392010407,5704567b-e01b-4dd6-bfcf-df30451f60b7,1669,POINT (-122.392010407 37.786852768),Financial District/South Beach,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2357259,10 FOERSTER ST,10512357259,,,CEMENT / CONCRETE,,,,,1992/08/28 12:00:00 AM,,37.728556998,-122.448824797,9572dd97-6c35-4e4b-831f-a827f5d30297,1785,POINT (-122.448824797 37.728556998),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5351911,1503 IRVING ST,10515351911,,,RENAISSANCE / METAL,,,,,2012/02/24 12:00:00 AM,,37.763678483,-122.47405458,f431e650-f28c-4e97-ae6a-b9c091876b86,2183,POINT (-122.47405458 37.763678483),Inner Sunset,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1061589,2001 GREEN ST,10011061589,,,CEMENT / CONCRETE,,,,,2014/01/03 12:00:00 AM,,37.796539157,-122.43213799,990e2983-826d-4a05-871a-781461c3d32c,1397,POINT (-122.43213799 37.796539157),Marina,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1089192,630 COLUMBUS AVE,10011089192,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.800577627,-122.410536766,1b1a7dec-359b-439f-ad12-b724c518c346,1408,POINT (-122.410536766 37.800577627),North Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1261676,290 DRUMM ST,10011261676,,,CEMENT / CONCRETE,,,,,2020/08/06 12:00:00 AM,,37.796213158,-122.396907223,caf504bc-0a0e-4643-acfd-c63e3eaa4dd5,1610,POINT (-122.396907223 37.796213158),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3690583,2502 FULTON ST,10513690583,,,RENAISSANCE / METAL,,,,,2001/03/01 12:00:00 AM,,37.774421176,-122.457696408,69006bea-f379-48da-9061-23563e7b1ae5,1989,POINT (-122.457696408 37.774421176),Lone Mountain/USF,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3795598,945 22ND ST,10513795598,,,RENAISSANCE / METAL,,,,,2001/10/01 12:00:00 AM,,37.757779072,-122.390664655,4f226bd2-2b50-4717-a61d-0b9d599f0714,2017,POINT (-122.390664655 37.757779072),Potrero Hill,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6174395,87 FRIDA KAHLO WAY,10516174395,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.725365769,-122.452401679,dee086b9-b545-4ed0-a21c-6ddeac2e4eec,2530,POINT (-122.452401679 37.725365769),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1153188,191 GEARY ST,10011153188,,,RENAISSANCE / METAL,,,,,2017/02/22 12:00:00 AM,,37.787572553,-122.406375684,25ef5f8f-de8c-4fb4-928b-7b5beddd1613,1528,POINT (-122.406375684 37.787572553),Financial District/South Beach,3,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5707187,591 BOSWORTH ST,10515707187,,,RENAISSANCE / METAL,,,,,2014/12/01 12:00:00 AM,,37.733434172,-122.434019503,dbb544fc-7492-4aef-9355-8188b7b17373,2255,POINT (-122.434019503 37.733434172),West of Twin Peaks,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6525661,1498 HAIGHT ST,10516525661,,,RENAISSANCE / METAL,,,,,2021/10/04 12:00:00 AM,,37.770053248,-122.446841797,5816fdfa-be10-49a6-a9be-1c866a2603ef,2682,POINT (-122.446841797 37.770053248),Haight Ashbury,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-1111293,32 SOUTH PARK,10011111293,,,CEMENT / CONCRETE,,,,,2015/06/19 12:00:00 AM,,37.782135649,-122.393596522,0343cd8c-ba6e-4a69-8f6b-827c84ef6562,1511,POINT (-122.393596522 37.782135649),Financial District/South Beach,6,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-2660314,4309 18TH ST,10512660314,,,CEMENT / CONCRETE,,,,,1994/05/19 12:00:00 AM,,37.760722368,-122.437385817,ab576456-1703-4fa4-97dd-3cf92b733616,1819,POINT (-122.437385817 37.760722368),Castro/Upper Market,8,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-5707849,1899 DIVISADERO ST,10515707849,,,CEMENT / CONCRETE,,,,,2014/12/01 12:00:00 AM,,37.787041515,-122.44032474,8bb500c4-d95a-4f1a-b3e2-666478fb3c2d,2266,POINT (-122.44032474 37.787041515),Pacific Heights,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6101828,1325 PIERCE ST,10516101828,,,CEMENT / CONCRETE,,,,,2018/04/06 12:00:00 AM,,37.782211326,-122.435917199,d472c950-e076-4a4a-aee6-acd49e0fd572,2451,POINT (-122.435917199 37.782211326),Western Addition,5,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6233266,52 MIDDLE POINT ROAD,10516233266,,,RENAISSANCE / METAL,,,,,2019/06/12 12:00:00 AM,,37.7361,-122.3801955,e89febab-8f92-491c-9a8b-85e90d05e4d0,2554,POINT (-122.3801955 37.7361),Bayview Hunters Point,10,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6174353,55 FRIDA KAHLO WAY,10516174353,,,RENAISSANCE / METAL,,,,,2018/11/01 12:00:00 AM,,37.724550863,-122.452393255,07f48758-a22f-4c8f-8072-119cd9d85e0a,2527,POINT (-122.452393255 37.724550863),West of Twin Peaks,7,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-835835,3213 GEARY BLVD,1051835835,,,RENAISSANCE / METAL,,,,,1988/01/01 12:00:00 AM,,37.781601964,-122.453345342,23f50365-e87d-4397-9c10-eebde89e4033,2806,POINT (-122.453345342 37.781601964),Lone Mountain/USF,2,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-3250883,2890 TURK ST,10513250883,,,RENAISSANCE / METAL,,,,,1998/05/20 12:00:00 AM,,37.777886208,-122.453167752,1a165972-ee59-414f-9231-6ca216017812,1882,POINT (-122.453167752 37.777886208),Lone Mountain/USF,1,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
CAN-6603245,1115 WOOLSEY ST,10516603245,,,CEMENT / CONCRETE,,,,,2022/04/30 12:00:00 AM,,37.72266597,-122.412364356,a57cff5e-bc44-4ecf-b4ce-926a8b52720b,2712,POINT (-122.412364356 37.72266597),Portola,9,2025/08/07 12:00:00 AM,2025/08/20 03:18:16 PM
